,Date,City,Transport mode,Count,Nitrogen Dioxide_ugm-3_LDN,CountryName,ConfirmedCases,ConfirmedDeaths,StringencyIndex
72,2020-03-25,London,Cars,152030,45.52608695652175,United Kingdom,12650.0,512.0,75.93
73,2020-03-25,London,Motorbikes,497,45.52608695652175,United Kingdom,12650.0,512.0,75.93
74,2020-03-25,London,Buses,14803,45.52608695652175,United Kingdom,12650.0,512.0,75.93
75,2020-03-25,London,Trucks,12048,45.52608695652175,United Kingdom,12650.0,512.0,75.93
76,2020-03-25,London,Vans,22625,45.52608695652175,United Kingdom,12650.0,512.0,75.93
77,2020-03-25,London,Pedestrians & cyclists,24420,45.52608695652175,United Kingdom,12650.0,512.0,75.93
78,2020-03-26,London,Cars,221731,30.853333333333325,United Kingdom,15025.0,703.0,75.93
79,2020-03-26,London,Motorbikes,693,30.853333333333325,United Kingdom,15025.0,703.0,75.93
80,2020-03-26,London,Buses,14991,30.853333333333325,United Kingdom,15025.0,703.0,75.93
81,2020-03-26,London,Trucks,12941,30.853333333333325,United Kingdom,15025.0,703.0,75.93
82,2020-03-26,London,Vans,30595,30.853333333333325,United Kingdom,15025.0,703.0,75.93
83,2020-03-26,London,Pedestrians & cyclists,34098,30.853333333333325,United Kingdom,15025.0,703.0,75.93
84,2020-03-27,London,Cars,189639,21.269565217391303,United Kingdom,17717.0,884.0,75.93
85,2020-03-27,London,Motorbikes,708,21.269565217391303,United Kingdom,17717.0,884.0,75.93
86,2020-03-27,London,Buses,16285,21.269565217391303,United Kingdom,17717.0,884.0,75.93
87,2020-03-27,London,Trucks,12792,21.269565217391303,United Kingdom,17717.0,884.0,75.93
88,2020-03-27,London,Vans,26622,21.269565217391303,United Kingdom,17717.0,884.0,75.93
89,2020-03-27,London,Pedestrians & cyclists,31550,21.269565217391303,United Kingdom,17717.0,884.0,75.93
90,2020-03-28,London,Cars,157217,10.928260869565218,United Kingdom,20804.0,1172.0,75.93
91,2020-03-28,London,Motorbikes,605,10.928260869565218,United Kingdom,20804.0,1172.0,75.93
92,2020-03-28,London,Buses,16623,10.928260869565218,United Kingdom,20804.0,1172.0,75.93
93,2020-03-28,London,Trucks,13068,10.928260869565218,United Kingdom,20804.0,1172.0,75.93
94,2020-03-28,London,Vans,25839,10.928260869565218,United Kingdom,20804.0,1172.0,75.93
95,2020-03-28,London,Pedestrians & cyclists,28133,10.928260869565218,United Kingdom,20804.0,1172.0,75.93
96,2020-03-29,London,Cars,163525,7.768085106382978,United Kingdom,24001.0,1464.0,75.93
97,2020-03-29,London,Motorbikes,569,7.768085106382978,United Kingdom,24001.0,1464.0,75.93
98,2020-03-29,London,Buses,16130,7.768085106382978,United Kingdom,24001.0,1464.0,75.93
99,2020-03-29,London,Trucks,14428,7.768085106382978,United Kingdom,24001.0,1464.0,75.93
100,2020-03-29,London,Vans,28041,7.768085106382978,United Kingdom,24001.0,1464.0,75.93
101,2020-03-29,London,Pedestrians & cyclists,24867,7.768085106382978,United Kingdom,24001.0,1464.0,75.93
102,2020-03-30,London,Cars,170418,17.58723404255319,United Kingdom,26823.0,1676.0,75.93
103,2020-03-30,London,Motorbikes,607,17.58723404255319,United Kingdom,26823.0,1676.0,75.93
104,2020-03-30,London,Buses,16080,17.58723404255319,United Kingdom,26823.0,1676.0,75.93
105,2020-03-30,London,Trucks,11770,17.58723404255319,United Kingdom,26823.0,1676.0,75.93
106,2020-03-30,London,Vans,24282,17.58723404255319,United Kingdom,26823.0,1676.0,75.93
107,2020-03-30,London,Pedestrians & cyclists,30557,17.58723404255319,United Kingdom,26823.0,1676.0,75.93
108,2020-03-31,London,Cars,170020,21.316666666666666,United Kingdom,29681.0,2050.0,75.93
109,2020-03-31,London,Motorbikes,723,21.316666666666666,United Kingdom,29681.0,2050.0,75.93
110,2020-03-31,London,Buses,15228,21.316666666666666,United Kingdom,29681.0,2050.0,75.93
111,2020-03-31,London,Trucks,11437,21.316666666666666,United Kingdom,29681.0,2050.0,75.93
112,2020-03-31,London,Vans,24546,21.316666666666666,United Kingdom,29681.0,2050.0,75.93
113,2020-03-31,London,Pedestrians & cyclists,31881,21.316666666666666,United Kingdom,29681.0,2050.0,75.93
114,2020-04-01,London,Cars,142106,41.28125000000001,United Kingdom,33954.0,2453.0,75.93
115,2020-04-01,London,Motorbikes,624,41.28125000000001,United Kingdom,33954.0,2453.0,75.93
116,2020-04-01,London,Buses,14976,41.28125000000001,United Kingdom,33954.0,2453.0,75.93
117,2020-04-01,London,Trucks,10557,41.28125000000001,United Kingdom,33954.0,2453.0,75.93
118,2020-04-01,London,Vans,21198,41.28125000000001,United Kingdom,33954.0,2453.0,75.93
119,2020-04-01,London,Pedestrians & cyclists,29728,41.28125000000001,United Kingdom,33954.0,2453.0,75.93
120,2020-04-02,London,Cars,146075,33.34583333333334,United Kingdom,38468.0,3125.0,75.93
121,2020-04-02,London,Motorbikes,676,33.34583333333334,United Kingdom,38468.0,3125.0,75.93
122,2020-04-02,London,Buses,15065,33.34583333333334,United Kingdom,38468.0,3125.0,75.93
123,2020-04-02,London,Trucks,10194,33.34583333333334,United Kingdom,38468.0,3125.0,75.93
124,2020-04-02,London,Vans,21887,33.34583333333334,United Kingdom,38468.0,3125.0,75.93
125,2020-04-02,London,Pedestrians & cyclists,30650,33.34583333333334,United Kingdom,38468.0,3125.0,75.93
126,2020-04-03,London,Cars,148169,50.94042553191489,United Kingdom,43381.0,3782.0,75.93
127,2020-04-03,London,Motorbikes,636,50.94042553191489,United Kingdom,43381.0,3782.0,75.93
128,2020-04-03,London,Buses,14818,50.94042553191489,United Kingdom,43381.0,3782.0,75.93
129,2020-04-03,London,Trucks,10432,50.94042553191489,United Kingdom,43381.0,3782.0,75.93
130,2020-04-03,London,Vans,21868,50.94042553191489,United Kingdom,43381.0,3782.0,75.93
131,2020-04-03,London,Pedestrians & cyclists,30856,50.94042553191489,United Kingdom,43381.0,3782.0,75.93
132,2020-04-04,London,Cars,136575,25.89583333333334,United Kingdom,48249.0,4518.0,75.93
133,2020-04-04,London,Motorbikes,583,25.89583333333334,United Kingdom,48249.0,4518.0,75.93
134,2020-04-04,London,Buses,13188,25.89583333333334,United Kingdom,48249.0,4518.0,75.93
135,2020-04-04,London,Trucks,10946,25.89583333333334,United Kingdom,48249.0,4518.0,75.93
136,2020-04-04,London,Vans,21824,25.89583333333334,United Kingdom,48249.0,4518.0,75.93
137,2020-04-04,London,Pedestrians & cyclists,24678,25.89583333333334,United Kingdom,48249.0,4518.0,75.93
138,2020-04-05,London,Cars,135638,19.470000000000002,United Kingdom,53160.0,5274.0,75.93
139,2020-04-05,London,Motorbikes,535,19.470000000000002,United Kingdom,53160.0,5274.0,75.93
140,2020-04-05,London,Buses,13569,19.470000000000002,United Kingdom,53160.0,5274.0,75.93
141,2020-04-05,London,Trucks,11558,19.470000000000002,United Kingdom,53160.0,5274.0,75.93
142,2020-04-05,London,Vans,22354,19.470000000000002,United Kingdom,53160.0,5274.0,75.93
143,2020-04-05,London,Pedestrians & cyclists,23633,19.470000000000002,United Kingdom,53160.0,5274.0,75.93
144,2020-04-06,London,Cars,156366,17.41276595744681,United Kingdom,57180.0,5873.0,75.93
145,2020-04-06,London,Motorbikes,691,17.41276595744681,United Kingdom,57180.0,5873.0,75.93
146,2020-04-06,London,Buses,14604,17.41276595744681,United Kingdom,57180.0,5873.0,75.93
147,2020-04-06,London,Trucks,10855,17.41276595744681,United Kingdom,57180.0,5873.0,75.93
148,2020-04-06,London,Vans,22816,17.41276595744681,United Kingdom,57180.0,5873.0,75.93
149,2020-04-06,London,Pedestrians & cyclists,28774,17.41276595744681,United Kingdom,57180.0,5873.0,75.93
150,2020-04-07,London,Cars,145932,9.436734693877552,United Kingdom,60772.0,6440.0,75.93
151,2020-04-07,London,Motorbikes,589,9.436734693877552,United Kingdom,60772.0,6440.0,75.93
152,2020-04-07,London,Buses,13327,9.436734693877552,United Kingdom,60772.0,6440.0,75.93
153,2020-04-07,London,Trucks,10417,9.436734693877552,United Kingdom,60772.0,6440.0,75.93
154,2020-04-07,London,Vans,21743,9.436734693877552,United Kingdom,60772.0,6440.0,75.93
155,2020-04-07,London,Pedestrians & cyclists,26980,9.436734693877552,United Kingdom,60772.0,6440.0,75.93
156,2020-04-08,London,Cars,152865,24.180851063829788,United Kingdom,66054.0,7545.0,75.93
157,2020-04-08,London,Motorbikes,720,24.180851063829788,United Kingdom,66054.0,7545.0,75.93
158,2020-04-08,London,Buses,13987,24.180851063829788,United Kingdom,66054.0,7545.0,75.93
159,2020-04-08,London,Trucks,11135,24.180851063829788,United Kingdom,66054.0,7545.0,75.93
160,2020-04-08,London,Vans,22584,24.180851063829788,United Kingdom,66054.0,7545.0,75.93
161,2020-04-08,London,Pedestrians & cyclists,31627,24.180851063829788,United Kingdom,66054.0,7545.0,75.93
162,2020-04-13,London,Cars,117934,7.795918367346936,United Kingdom,89385.0,12313.0,75.93
163,2020-04-13,London,Motorbikes,562,7.795918367346936,United Kingdom,89385.0,12313.0,75.93
164,2020-04-13,London,Buses,12223,7.795918367346936,United Kingdom,89385.0,12313.0,75.93
165,2020-04-13,London,Trucks,6416,7.795918367346936,United Kingdom,89385.0,12313.0,75.93
166,2020-04-13,London,Vans,10315,7.795918367346936,United Kingdom,89385.0,12313.0,75.93
167,2020-04-13,London,Pedestrians & cyclists,23705,7.795918367346936,United Kingdom,89385.0,12313.0,75.93
168,2020-04-14,London,Cars,152438,19.587755102040816,United Kingdom,92874.0,13037.0,75.93
169,2020-04-14,London,Motorbikes,541,19.587755102040816,United Kingdom,92874.0,13037.0,75.93
170,2020-04-14,London,Buses,13178,19.587755102040816,United Kingdom,92874.0,13037.0,75.93
171,2020-04-14,London,Trucks,10483,19.587755102040816,United Kingdom,92874.0,13037.0,75.93
172,2020-04-14,London,Vans,22581,19.587755102040816,United Kingdom,92874.0,13037.0,75.93
173,2020-04-14,London,Pedestrians & cyclists,26068,19.587755102040816,United Kingdom,92874.0,13037.0,75.93
174,2020-04-15,London,Cars,145297,34.91836734693877,United Kingdom,97052.0,14113.0,75.93
175,2020-04-15,London,Motorbikes,566,34.91836734693877,United Kingdom,97052.0,14113.0,75.93
176,2020-04-15,London,Buses,12438,34.91836734693877,United Kingdom,97052.0,14113.0,75.93
177,2020-04-15,London,Trucks,10437,34.91836734693877,United Kingdom,97052.0,14113.0,75.93
178,2020-04-15,London,Vans,21437,34.91836734693877,United Kingdom,97052.0,14113.0,75.93
179,2020-04-15,London,Pedestrians & cyclists,25243,34.91836734693877,United Kingdom,97052.0,14113.0,75.93
180,2020-04-16,London,Cars,147434,41.60408163265307,United Kingdom,101378.0,14993.0,75.93
181,2020-04-16,London,Motorbikes,769,41.60408163265307,United Kingdom,101378.0,14993.0,75.93
182,2020-04-16,London,Buses,13338,41.60408163265307,United Kingdom,101378.0,14993.0,75.93
183,2020-04-16,London,Trucks,10569,41.60408163265307,United Kingdom,101378.0,14993.0,75.93
184,2020-04-16,London,Vans,22820,41.60408163265307,United Kingdom,101378.0,14993.0,75.93
185,2020-04-16,London,Pedestrians & cyclists,30501,41.60408163265307,United Kingdom,101378.0,14993.0,75.93
186,2020-04-17,London,Cars,157070,18.183673469387752,United Kingdom,106443.0,16029.0,75.93
187,2020-04-17,London,Motorbikes,674,18.183673469387752,United Kingdom,106443.0,16029.0,75.93
188,2020-04-17,London,Buses,13670,18.183673469387752,United Kingdom,106443.0,16029.0,75.93
189,2020-04-17,London,Trucks,10863,18.183673469387752,United Kingdom,106443.0,16029.0,75.93
190,2020-04-17,London,Vans,23301,18.183673469387752,United Kingdom,106443.0,16029.0,75.93
191,2020-04-17,London,Pedestrians & cyclists,26956,18.183673469387752,United Kingdom,106443.0,16029.0,75.93
192,2020-04-18,London,Cars,148791,20.253061224489795,United Kingdom,111735.0,16942.0,75.93
193,2020-04-18,London,Motorbikes,737,20.253061224489795,United Kingdom,111735.0,16942.0,75.93
194,2020-04-18,London,Buses,14235,20.253061224489795,United Kingdom,111735.0,16942.0,75.93
195,2020-04-18,London,Trucks,11188,20.253061224489795,United Kingdom,111735.0,16942.0,75.93
196,2020-04-18,London,Vans,24532,20.253061224489795,United Kingdom,111735.0,16942.0,75.93
197,2020-04-18,London,Pedestrians & cyclists,32110,20.253061224489795,United Kingdom,111735.0,16942.0,75.93
198,2020-04-19,London,Cars,148146,14.967346938775508,United Kingdom,116691.0,18047.0,75.93
199,2020-04-19,London,Motorbikes,572,14.967346938775508,United Kingdom,116691.0,18047.0,75.93
200,2020-04-19,London,Buses,13018,14.967346938775508,United Kingdom,116691.0,18047.0,75.93
201,2020-04-19,London,Trucks,11608,14.967346938775508,United Kingdom,116691.0,18047.0,75.93
202,2020-04-19,London,Vans,23026,14.967346938775508,United Kingdom,116691.0,18047.0,75.93
203,2020-04-19,London,Pedestrians & cyclists,25848,14.967346938775508,United Kingdom,116691.0,18047.0,75.93
204,2020-04-20,London,Cars,156995,16.84285714285714,United Kingdom,121412.0,18479.0,75.93
205,2020-04-20,London,Motorbikes,581,16.84285714285714,United Kingdom,121412.0,18479.0,75.93
206,2020-04-20,London,Buses,12223,16.84285714285714,United Kingdom,121412.0,18479.0,75.93
207,2020-04-20,London,Trucks,10540,16.84285714285714,United Kingdom,121412.0,18479.0,75.93
208,2020-04-20,London,Vans,22150,16.84285714285714,United Kingdom,121412.0,18479.0,75.93
209,2020-04-20,London,Pedestrians & cyclists,24599,16.84285714285714,United Kingdom,121412.0,18479.0,75.93
210,2020-04-21,London,Cars,158548,18.312244897959182,United Kingdom,125265.0,19049.0,75.93
211,2020-04-21,London,Motorbikes,581,18.312244897959182,United Kingdom,125265.0,19049.0,75.93
212,2020-04-21,London,Buses,12159,18.312244897959182,United Kingdom,125265.0,19049.0,75.93
213,2020-04-21,London,Trucks,10610,18.312244897959182,United Kingdom,125265.0,19049.0,75.93
214,2020-04-21,London,Vans,22988,18.312244897959182,United Kingdom,125265.0,19049.0,75.93
215,2020-04-21,London,Pedestrians & cyclists,25224,18.312244897959182,United Kingdom,125265.0,19049.0,75.93
216,2020-04-22,London,Cars,157265,22.8,United Kingdom,130119.0,20273.0,75.93
217,2020-04-22,London,Motorbikes,588,22.8,United Kingdom,130119.0,20273.0,75.93
218,2020-04-22,London,Buses,12155,22.8,United Kingdom,130119.0,20273.0,75.93
219,2020-04-22,London,Trucks,10768,22.8,United Kingdom,130119.0,20273.0,75.93
220,2020-04-22,London,Vans,22094,22.8,United Kingdom,130119.0,20273.0,75.93
221,2020-04-22,London,Pedestrians & cyclists,24676,22.8,United Kingdom,130119.0,20273.0,75.93
222,2020-04-23,London,Cars,158195,30.224000000000004,United Kingdom,134879.0,21120.0,75.93
223,2020-04-23,London,Motorbikes,690,30.224000000000004,United Kingdom,134879.0,21120.0,75.93
224,2020-04-23,London,Buses,12430,30.224000000000004,United Kingdom,134879.0,21120.0,75.93
225,2020-04-23,London,Trucks,10676,30.224000000000004,United Kingdom,134879.0,21120.0,75.93
226,2020-04-23,London,Vans,22757,30.224000000000004,United Kingdom,134879.0,21120.0,75.93
227,2020-04-23,London,Pedestrians & cyclists,27415,30.224000000000004,United Kingdom,134879.0,21120.0,75.93
228,2020-04-24,London,Cars,163781,29.881999999999998,United Kingdom,140366.0,21802.0,75.93
229,2020-04-24,London,Motorbikes,624,29.881999999999998,United Kingdom,140366.0,21802.0,75.93
230,2020-04-24,London,Buses,12654,29.881999999999998,United Kingdom,140366.0,21802.0,75.93
231,2020-04-24,London,Trucks,10941,29.881999999999998,United Kingdom,140366.0,21802.0,75.93
232,2020-04-24,London,Vans,23438,29.881999999999998,United Kingdom,140366.0,21802.0,75.93
233,2020-04-24,London,Pedestrians & cyclists,26761,29.881999999999998,United Kingdom,140366.0,21802.0,75.93
234,2020-04-25,London,Cars,155769,17.538,United Kingdom,145524.0,22812.0,75.93
235,2020-04-25,London,Motorbikes,639,17.538,United Kingdom,145524.0,22812.0,75.93
236,2020-04-25,London,Buses,12754,17.538,United Kingdom,145524.0,22812.0,75.93
237,2020-04-25,London,Trucks,11461,17.538,United Kingdom,145524.0,22812.0,75.93
238,2020-04-25,London,Vans,24283,17.538,United Kingdom,145524.0,22812.0,75.93
239,2020-04-25,London,Pedestrians & cyclists,26922,17.538,United Kingdom,145524.0,22812.0,75.93
240,2020-04-26,London,Cars,157878,21.007999999999996,United Kingdom,150494.0,23627.0,75.93
241,2020-04-26,London,Motorbikes,613,21.007999999999996,United Kingdom,150494.0,23627.0,75.93
242,2020-04-26,London,Buses,12936,21.007999999999996,United Kingdom,150494.0,23627.0,75.93
243,2020-04-26,London,Trucks,11475,21.007999999999996,United Kingdom,150494.0,23627.0,75.93
244,2020-04-26,London,Vans,24144,21.007999999999996,United Kingdom,150494.0,23627.0,75.93
245,2020-04-26,London,Pedestrians & cyclists,28818,21.007999999999996,United Kingdom,150494.0,23627.0,75.93
246,2020-04-27,London,Cars,173009,26.56,United Kingdom,154242.0,23991.0,75.93
247,2020-04-27,London,Motorbikes,787,26.56,United Kingdom,154242.0,23991.0,75.93
248,2020-04-27,London,Buses,13913,26.56,United Kingdom,154242.0,23991.0,75.93
249,2020-04-27,London,Trucks,11505,26.56,United Kingdom,154242.0,23991.0,75.93
250,2020-04-27,London,Vans,26822,26.56,United Kingdom,154242.0,23991.0,75.93
251,2020-04-27,London,Pedestrians & cyclists,34553,26.56,United Kingdom,154242.0,23991.0,75.93
252,2020-04-28,London,Cars,152605,21.03877551020408,United Kingdom,157715.0,24311.0,75.93
253,2020-04-28,London,Motorbikes,381,21.03877551020408,United Kingdom,157715.0,24311.0,75.93
254,2020-04-28,London,Buses,13470,21.03877551020408,United Kingdom,157715.0,24311.0,75.93
255,2020-04-28,London,Trucks,12022,21.03877551020408,United Kingdom,157715.0,24311.0,75.93
256,2020-04-28,London,Vans,24182,21.03877551020408,United Kingdom,157715.0,24311.0,75.93
257,2020-04-28,London,Pedestrians & cyclists,16172,21.03877551020408,United Kingdom,157715.0,24311.0,75.93
258,2020-04-29,London,Cars,170475,18.084313725490194,United Kingdom,162421.0,25280.0,75.93
259,2020-04-29,London,Motorbikes,631,18.084313725490194,United Kingdom,162421.0,25280.0,75.93
260,2020-04-29,London,Buses,13527,18.084313725490194,United Kingdom,162421.0,25280.0,75.93
261,2020-04-29,London,Trucks,11663,18.084313725490194,United Kingdom,162421.0,25280.0,75.93
262,2020-04-29,London,Vans,26189,18.084313725490194,United Kingdom,162421.0,25280.0,75.93
263,2020-04-29,London,Pedestrians & cyclists,28616,18.084313725490194,United Kingdom,162421.0,25280.0,75.93
264,2020-04-30,London,Cars,168001,16.286000000000005,United Kingdom,167150.0,26049.0,75.93
265,2020-04-30,London,Motorbikes,535,16.286000000000005,United Kingdom,167150.0,26049.0,75.93
266,2020-04-30,London,Buses,13392,16.286000000000005,United Kingdom,167150.0,26049.0,75.93
267,2020-04-30,London,Trucks,11650,16.286000000000005,United Kingdom,167150.0,26049.0,75.93
268,2020-04-30,London,Vans,26228,16.286000000000005,United Kingdom,167150.0,26049.0,75.93
269,2020-04-30,London,Pedestrians & cyclists,24215,16.286000000000005,United Kingdom,167150.0,26049.0,75.93
270,2020-05-01,London,Cars,184457,29.295833333333345,United Kingdom,172592.0,26683.0,75.93
271,2020-05-01,London,Motorbikes,634,29.295833333333345,United Kingdom,172592.0,26683.0,75.93
272,2020-05-01,London,Buses,13621,29.295833333333345,United Kingdom,172592.0,26683.0,75.93
273,2020-05-01,London,Trucks,11562,29.295833333333345,United Kingdom,172592.0,26683.0,75.93
274,2020-05-01,London,Vans,26083,29.295833333333345,United Kingdom,172592.0,26683.0,75.93
275,2020-05-01,London,Pedestrians & cyclists,27899,29.295833333333345,United Kingdom,172592.0,26683.0,75.93
276,2020-05-02,London,Cars,176454,63.354166666666686,United Kingdom,177558.0,27381.0,75.93
277,2020-05-02,London,Motorbikes,725,63.354166666666686,United Kingdom,177558.0,27381.0,75.93
278,2020-05-02,London,Buses,13166,63.354166666666686,United Kingdom,177558.0,27381.0,75.93
279,2020-05-02,London,Trucks,11556,63.354166666666686,United Kingdom,177558.0,27381.0,75.93
280,2020-05-02,London,Vans,25682,63.354166666666686,United Kingdom,177558.0,27381.0,75.93
281,2020-05-02,London,Pedestrians & cyclists,33178,63.354166666666686,United Kingdom,177558.0,27381.0,75.93
282,2020-05-03,London,Cars,169590,29.629787234042553,United Kingdom,182295.0,27965.0,75.93
283,2020-05-03,London,Motorbikes,803,29.629787234042553,United Kingdom,182295.0,27965.0,75.93
284,2020-05-03,London,Buses,14767,29.629787234042553,United Kingdom,182295.0,27965.0,75.93
285,2020-05-03,London,Trucks,11739,29.629787234042553,United Kingdom,182295.0,27965.0,75.93
286,2020-05-03,London,Vans,27412,29.629787234042553,United Kingdom,182295.0,27965.0,75.93
