,Year_x,Month_x,Total consumption of electricity used (all providers) TWh,day_x,Date,CountryName,ConfirmedCases,ConfirmedDeaths,StringencyIndex,Year_y,Month_y,day_y
283,2020,February,25.98652998778088,15,2020-02-15,Gibraltar,,,11.11,2020.0,February,15
284,2020,February,25.98652998778088,15,2020-02-15,Guinea,,,11.11,2020.0,February,15
285,2020,February,25.98652998778088,15,2020-02-15,Gambia,,,5.56,2020.0,February,15
286,2020,February,25.98652998778088,15,2020-02-15,Greece,0.0,0.0,0.0,2020.0,February,15
287,2020,February,25.98652998778088,15,2020-02-15,Greenland,,,0.0,2020.0,February,15
288,2020,February,25.98652998778088,15,2020-02-15,Guatemala,,,11.11,2020.0,February,15
289,2020,February,25.98652998778088,15,2020-02-15,Guam,,,11.11,2020.0,February,15
290,2020,February,25.98652998778088,15,2020-02-15,Guyana,,,13.89,2020.0,February,15
291,2020,February,25.98652998778088,15,2020-02-15,Hong Kong,56.0,1.0,52.78,2020.0,February,15
292,2020,February,25.98652998778088,15,2020-02-15,Honduras,,,0.0,2020.0,February,15
293,2020,February,25.98652998778088,15,2020-02-15,Croatia,0.0,0.0,13.89,2020.0,February,15
294,2020,February,25.98652998778088,15,2020-02-15,Haiti,,,0.0,2020.0,February,15
295,2020,February,25.98652998778088,15,2020-02-15,Hungary,,,0.0,2020.0,February,15
296,2020,February,25.98652998778088,15,2020-02-15,Indonesia,0.0,0.0,28.7,2020.0,February,15
297,2020,February,25.98652998778088,15,2020-02-15,India,3.0,0.0,10.19,2020.0,February,15
298,2020,February,25.98652998778088,15,2020-02-15,Ireland,0.0,0.0,5.56,2020.0,February,15
299,2020,February,25.98652998778088,15,2020-02-15,Iran,0.0,0.0,0.0,2020.0,February,15
300,2020,February,25.98652998778088,15,2020-02-15,Iraq,0.0,0.0,0.0,2020.0,February,15
