,CountryName,Date,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,Year,Month,day,Quarter,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2573,Belgium,2020-01-22,0.0,0.0,0.0,0.0,2020.0,January,22.0,3.0,,
2574,Belgium,2020-01-23,0.0,0.0,0.0,0.0,2020.0,January,23.0,3.0,,
2575,Belgium,2020-01-24,0.0,0.0,0.0,0.0,2020.0,January,24.0,3.0,,
2576,Belgium,2020-01-25,0.0,0.0,0.0,0.0,2020.0,January,25.0,4.0,,
2577,Belgium,2020-01-26,0.0,0.0,0.0,0.0,2020.0,January,26.0,4.0,,
2578,Belgium,2020-01-27,0.0,0.0,0.0,0.0,2020.0,January,27.0,4.0,,
2579,Belgium,2020-01-28,0.0,0.0,5.56,5.56,2020.0,January,28.0,4.0,,
2580,Belgium,2020-01-29,0.0,0.0,5.56,5.56,2020.0,January,29.0,4.0,,
2581,Belgium,2020-01-30,0.0,0.0,5.56,5.56,2020.0,January,30.0,4.0,,
2582,Belgium,2020-01-31,0.0,0.0,11.11,11.11,2020.0,January,31.0,4.0,,
2583,Belgium,2020-02-01,0.0,0.0,11.11,11.11,2020.0,February,1.0,1.0,,
2584,Belgium,2020-02-02,0.0,0.0,11.11,11.11,2020.0,February,2.0,1.0,,
2585,Belgium,2020-02-03,0.0,0.0,11.11,11.11,2020.0,February,3.0,1.0,,
2586,Belgium,2020-02-04,1.0,0.0,11.11,11.11,2020.0,February,4.0,1.0,,
2587,Belgium,2020-02-05,1.0,0.0,11.11,11.11,2020.0,February,5.0,1.0,,
2588,Belgium,2020-02-06,1.0,0.0,11.11,11.11,2020.0,February,6.0,1.0,,
2589,Belgium,2020-02-07,1.0,0.0,11.11,11.11,2020.0,February,7.0,1.0,,
2590,Belgium,2020-02-08,1.0,0.0,11.11,11.11,2020.0,February,8.0,2.0,,
2591,Belgium,2020-02-09,1.0,0.0,11.11,11.11,2020.0,February,9.0,2.0,,
2592,Belgium,2020-02-10,1.0,0.0,11.11,11.11,2020.0,February,10.0,2.0,,
2593,Belgium,2020-02-11,1.0,0.0,11.11,11.11,2020.0,February,11.0,2.0,,
2594,Belgium,2020-02-12,1.0,0.0,11.11,11.11,2020.0,February,12.0,2.0,,
2595,Belgium,2020-02-13,1.0,0.0,11.11,11.11,2020.0,February,13.0,2.0,,
2596,Belgium,2020-02-14,1.0,0.0,11.11,11.11,2020.0,February,14.0,2.0,,
2597,Belgium,2020-02-15,1.0,0.0,11.11,11.11,2020.0,February,15.0,3.0,1.0,-1.0
2598,Belgium,2020-02-16,1.0,0.0,11.11,11.11,2020.0,February,16.0,3.0,-3.0,1.0
2599,Belgium,2020-02-17,1.0,0.0,11.11,11.11,2020.0,February,17.0,3.0,4.0,0.0
2600,Belgium,2020-02-18,1.0,0.0,11.11,11.11,2020.0,February,18.0,3.0,4.0,0.0
2601,Belgium,2020-02-19,1.0,0.0,11.11,11.11,2020.0,February,19.0,3.0,4.0,0.0
2602,Belgium,2020-02-20,1.0,0.0,11.11,11.11,2020.0,February,20.0,3.0,3.0,0.0
2603,Belgium,2020-02-21,1.0,0.0,11.11,11.11,2020.0,February,21.0,3.0,2.0,0.0
2604,Belgium,2020-02-22,1.0,0.0,11.11,11.11,2020.0,February,22.0,4.0,-2.0,0.0
2605,Belgium,2020-02-23,1.0,0.0,11.11,11.11,2020.0,February,23.0,4.0,-4.0,0.0
2606,Belgium,2020-02-24,1.0,0.0,11.11,11.11,2020.0,February,24.0,4.0,-24.0,4.0
2607,Belgium,2020-02-25,1.0,0.0,11.11,11.11,2020.0,February,25.0,4.0,-23.0,4.0
2608,Belgium,2020-02-26,1.0,0.0,11.11,11.11,2020.0,February,26.0,4.0,-21.0,3.0
2609,Belgium,2020-02-27,1.0,0.0,11.11,11.11,2020.0,February,27.0,4.0,-23.0,6.0
2610,Belgium,2020-02-28,1.0,0.0,11.11,11.11,2020.0,February,28.0,4.0,-23.0,5.0
2611,Belgium,2020-02-29,1.0,0.0,11.11,11.11,2020.0,February,29.0,4.0,-5.0,1.0
2612,Belgium,2020-03-01,1.0,0.0,11.11,11.11,2020.0,March,1.0,1.0,-1.0,0.0
2613,Belgium,2020-03-02,17.0,0.0,11.11,11.11,2020.0,March,2.0,1.0,3.0,0.0
2614,Belgium,2020-03-03,37.0,0.0,11.11,11.11,2020.0,March,3.0,1.0,4.0,0.0
2615,Belgium,2020-03-04,72.0,0.0,13.89,13.89,2020.0,March,4.0,1.0,4.0,0.0
2616,Belgium,2020-03-05,126.0,0.0,13.89,13.89,2020.0,March,5.0,1.0,2.0,2.0
2617,Belgium,2020-03-06,207.0,0.0,13.89,13.89,2020.0,March,6.0,1.0,2.0,1.0
2618,Belgium,2020-03-07,317.0,0.0,13.89,13.89,2020.0,March,7.0,1.0,2.0,0.0
2619,Belgium,2020-03-08,344.0,0.0,13.89,13.89,2020.0,March,8.0,1.0,-1.0,0.0
2620,Belgium,2020-03-09,409.0,0.0,13.89,13.89,2020.0,March,9.0,2.0,2.0,0.0
2621,Belgium,2020-03-10,503.0,0.0,19.44,19.44,2020.0,March,10.0,2.0,1.0,2.0
2622,Belgium,2020-03-11,602.0,1.0,19.44,19.44,2020.0,March,11.0,2.0,1.0,2.0
2623,Belgium,2020-03-12,776.0,4.0,19.44,19.44,2020.0,March,12.0,2.0,-1.0,3.0
2624,Belgium,2020-03-13,1026.0,5.0,23.15,23.15,2020.0,March,13.0,2.0,-7.0,5.0
2625,Belgium,2020-03-14,1364.0,8.0,50.93,50.93,2020.0,March,14.0,2.0,-27.0,12.0
2626,Belgium,2020-03-15,1543.0,13.0,50.93,50.93,2020.0,March,15.0,2.0,-29.0,8.0
2627,Belgium,2020-03-16,1757.0,19.0,50.93,50.93,2020.0,March,16.0,2.0,-36.0,14.0
2628,Belgium,2020-03-17,2144.0,30.0,50.93,50.93,2020.0,March,17.0,3.0,-45.0,16.0
2629,Belgium,2020-03-18,2566.0,42.0,73.15,73.15,2020.0,March,18.0,3.0,-52.0,20.0
2630,Belgium,2020-03-19,3100.0,64.0,73.15,73.15,2020.0,March,19.0,3.0,-61.0,27.0
2631,Belgium,2020-03-20,3813.0,92.0,81.48,81.48,2020.0,March,20.0,3.0,-62.0,31.0
2632,Belgium,2020-03-21,4476.0,122.0,81.48,81.48,2020.0,March,21.0,3.0,-51.0,22.0
2633,Belgium,2020-03-22,4946.0,161.0,81.48,81.48,2020.0,March,22.0,3.0,-48.0,15.0
2634,Belgium,2020-03-23,5432.0,202.0,81.48,81.48,2020.0,March,23.0,3.0,-65.0,26.0
2635,Belgium,2020-03-24,6760.0,280.0,81.48,81.48,2020.0,March,24.0,3.0,-66.0,27.0
2636,Belgium,2020-03-25,7955.0,354.0,81.48,81.48,2020.0,March,25.0,4.0,-65.0,26.0
2637,Belgium,2020-03-26,9154.0,450.0,81.48,81.48,2020.0,March,26.0,4.0,-66.0,29.0
2638,Belgium,2020-03-27,10517.0,552.0,81.48,81.48,2020.0,March,27.0,4.0,-65.0,31.0
2639,Belgium,2020-03-28,12036.0,675.0,81.48,81.48,2020.0,March,28.0,4.0,-51.0,22.0
2640,Belgium,2020-03-29,12880.0,808.0,81.48,81.48,2020.0,March,29.0,4.0,-52.0,17.0
2641,Belgium,2020-03-30,13563.0,947.0,81.48,81.48,2020.0,March,30.0,4.0,-66.0,27.0
2642,Belgium,2020-03-31,15301.0,1116.0,81.48,81.48,2020.0,March,31.0,4.0,-66.0,28.0
2643,Belgium,2020-04-01,16982.0,1303.0,81.48,81.48,2020.0,April,1.0,1.0,-64.0,26.0
2644,Belgium,2020-04-02,18485.0,1554.0,81.48,81.48,2020.0,April,2.0,1.0,-66.0,30.0
2645,Belgium,2020-04-03,19945.0,1767.0,81.48,81.48,2020.0,April,3.0,1.0,-65.0,32.0
2646,Belgium,2020-04-04,21635.0,2000.0,81.48,81.48,2020.0,April,4.0,1.0,-50.0,22.0
2647,Belgium,2020-04-05,22560.0,2274.0,81.48,81.48,2020.0,April,5.0,1.0,-46.0,15.0
2648,Belgium,2020-04-06,23225.0,2509.0,81.48,81.48,2020.0,April,6.0,1.0,-66.0,26.0
2649,Belgium,2020-04-07,25159.0,2781.0,81.48,81.48,2020.0,April,7.0,1.0,-66.0,26.0
2650,Belgium,2020-04-08,26674.0,3084.0,81.48,81.48,2020.0,April,8.0,1.0,-64.0,24.0
2651,Belgium,2020-04-09,28272.0,3401.0,81.48,81.48,2020.0,April,9.0,2.0,-66.0,27.0
